z,H_z_km_s_Mpc,E_z,q_z
4.38,517.5266648127264,7.8957458969063445,0.5077362637242253
4.39,518.977665252237,7.9178833664236326,0.5076498799421578
4.4,520.4299506858436,7.9400404407024725,0.5075653512727172
4.41,521.883521147383,7.962217120259105,0.5074825237004916
4.42,523.3383766375889,7.98441340510472,0.5074013687740409
4.43,524.7945171614674,8.006629295315697,0.5073218775828952
4.44,526.2519427282622,8.028864791033063,0.5072440412737707
4.45,527.710653351419,8.051119892461957,0.5071678510535207
4.46,529.1706490485502,8.073394599871085,0.507093298183986
4.47,530.6319298414023,8.095688913592223,0.5070203739835648
4.48,532.09449575582,8.118002834019682,0.5069490698262487
4.49,533.5583468217127,8.140336361609775,0.5068793771443292
4.5,535.0234830730218,8.162689496880338,0.5068112874226358
4.51,536.489904547688,8.185062240410222,0.5067447873886755
4.5200000000000005,537.9576112782163,8.207454592695344,0.5066797856644054
4.53,539.4266031482571,8.229866551960592,0.506616132594329
4.54,540.8968799212035,8.252298114596133,0.5065537557039204
4.55,542.3684413607091,8.274749276996095,0.5064926464929898
4.5600000000000005,543.8412872342549,8.297220035613012,0.5064327983519934
